48, 16, 26, 77
48, 16, 26, 75
48, 16, 28, 75
48, 16, 26, 76
48, 16, 27, 76
48, 16, 27, 74
48, 16, 26, 76
48, 16, 27, 75
48, 16, 28, 75
48, 16, 25, 76
48, 16, 26, 76
40, 16, 38, 82
48, 16, 28, 74
48, 16, 26, 76
48, 16, 26, 75
49, 16, 26, 73
49, 16, 25, 75
49, 16, 25, 73
40, 16, 37, 82
49, 16, 27, 74
49, 16, 25, 74
49, 16, 26, 75
49, 16, 26, 73
40, 16, 42, 80
80, 16, 27, 15
80, 16, 28, 16
80, 16, 28, 16
40, 16, 41, 81
80, 16, 26, 15
80, 16, 28, 15
80, 16, 28, 16
80, 16, 27, 14
49, 16, 25, 74
41, 16, 37, 81
41, 16, 35, 82
41, 16, 41, 80
49, 16, 26, 74
80, 16, 27, 16
80, 16, 29, 16
80, 16, 27, 15
49, 16, 26, 74
80, 16, 27, 15
80, 16, 28, 16
80, 16, 27, 14
49, 16, 24, 74
80, 16, 28, 16
81, 16, 29, 14
81, 16, 29, 15
49, 16, 26, 74
64, 16, 19, 45
64, 16, 20, 45
49, 16, 26, 73
41, 16, 39, 80
41, 16, 37, 82
41, 16, 37, 81
49, 16, 25, 75
81, 16, 28, 13
81, 16, 28, 14
81, 16, 30, 15
50, 16, 26, 72
64, 16, 20, 45
64, 16, 19, 44
64, 16, 20, 45
50, 16, 24, 73
41, 16, 36, 82
41, 16, 39, 81
41, 16, 40, 80
50, 16, 25, 72
81, 16, 27, 14
81, 16, 29, 14
81, 16, 29, 15
50, 16, 25, 73
64, 16, 20, 44
64, 16, 19, 46
64, 16, 20, 44
50, 16, 24, 73
41, 16, 36, 82
41, 16, 38, 80
42, 16, 40, 79
50, 16, 25, 73
42, 16, 34, 81
42, 16, 35, 81
42, 16, 36, 80
50, 16, 25, 72
42, 16, 34, 82
42, 16, 35, 80
42, 16, 38, 79
50, 16, 24, 74
42, 16, 33, 82
42, 16, 36, 81
42, 16, 37, 79
50, 16, 24, 72
42, 16, 34, 81
42, 16, 35, 81
42, 16, 37, 80
50, 16, 26, 72
42, 16, 33, 82
43, 16, 32, 81
43, 16, 33, 80
50, 16, 24, 73
43, 16, 35, 80
64, 11, 37, 45
43, 16, 31, 81
43, 16, 33, 81
64, 11, 33, 45
43, 16, 35, 79
50, 16, 25, 73
81, 16, 27, 13
64, 11, 34, 45
81, 16, 28, 15
64, 11, 33, 46
81, 16, 30, 15
64, 11, 35, 44
50, 16, 25, 72
64, 11, 32, 45
43, 16, 33, 81
64, 11, 36, 46
43, 16, 32, 80
64, 11, 33, 45
43, 16, 34, 80
64, 11, 34, 45
50, 16, 24, 74
43, 16, 31, 81
43, 16, 34, 80
43, 16, 34, 79
51, 16, 25, 71
65, 11, 34, 44
64, 16, 21, 45
64, 16, 19, 45
51, 16, 24, 70
65, 11, 36, 44
64, 16, 20, 46
64, 16, 20, 44
51, 16, 24, 72
43, 16, 32, 81
43, 16, 32, 80
51, 16, 24, 71
44, 16, 32, 79
47, 13, 37, 71
81, 16, 28, 14
64, 16, 19, 45
51, 16, 25, 71
64, 16, 20, 44
65, 16, 20, 42
65, 16, 19, 43
51, 16, 23, 71
44, 16, 31, 81
65, 16, 20, 42
44, 16, 31, 79
51, 16, 24, 71
44, 14, 40, 75
44, 16, 33, 79
44, 16, 30, 80
45, 14, 38, 75
81, 16, 28, 14
45, 14, 38, 74
45, 14, 37, 74
45, 14, 36, 75
65, 11, 37, 44
45, 14, 36, 74
65, 16, 21, 44
45, 14, 42, 73
65, 16, 19, 42
65, 11, 32, 43
46, 14, 38, 72
48, 32, 11, 123
46, 14, 34, 75
48, 32, 11, 121
46, 14, 37, 73
65, 11, 37, 44
46, 14, 34, 74
16, 48, 41, 140
48, 48, 14, 179
51, 16, 25, 71
51, 16, 23, 72
80, 32, 12, 329
48, 48, 14, 180
16, 48, 43, 139
65, 11, 33, 44
32, 48, 24, 155
48, 32, 11, 124
65, 11, 34, 43
32, 48, 24, 157
48, 48, 14, 180
80, 48, 14, 273
80, 32, 11, 330
80, 48, 15, 275
64, 32, 2, 29
80, 48, 14, 275
48, 48, 14, 180
64, 32, 1, 32
96, 48, 25, 298
80, 48, 15, 274
48, 48, 14, 178
80, 48, 14, 273
96, 48, 24, 296
80, 48, 15, 275
51, 16, 24, 70
80, 48, 15, 273
80, 32, 12, 327
65, 11, 34, 44
64, 32, 2, 34
51, 16, 25, 71
65, 11, 35, 44
96, 48, 24, 297
51, 16, 23, 71
65, 11, 40, 43
96, 48, 24, 297
51, 16, 24, 72
65, 11, 32, 44
51, 16, 25, 70
66, 11, 33, 43
96, 48, 25, 297
52, 16, 22, 70
66, 11, 35, 42
96, 48, 24, 297
52, 16, 24, 69
66, 11, 34, 42
96, 48, 24, 298
46, 14, 36, 74
13, 48, 53, 133
96, 48, 24, 296
52, 16, 24, 69
80, 32, 12, 330
96, 32, 25, 330
13, 48, 51, 134
64, 48, 10, 227
96, 48, 25, 298
48, 32, 11, 123
52, 16, 23, 71
16, 48, 42, 139
96, 48, 24, 297
52, 16, 23, 69
48, 32, 11, 122
64, 48, 10, 228
96, 48, 25, 297
16, 48, 43, 139
96, 48, 24, 297
48, 32, 11, 125
52, 16, 24, 69
64, 48, 10, 226
52, 16, 23, 69
48, 32, 11, 123
16, 48, 42, 139
96, 48, 25, 298
52, 16, 24, 70
64, 48, 10, 229
52, 16, 24, 69
96, 48, 24, 296
16, 48, 42, 138
48, 32, 11, 121
97, 48, 25, 298
52, 16, 23, 70
112, 48, 45, 315
64, 48, 10, 228
46, 14, 36, 74
96, 22, 41, 355
64, 48, 10, 228
32, 48, 24, 156
112, 48, 44, 314
32, 48, 23, 155
64, 48, 10, 226
46, 14, 36, 73
32, 48, 24, 156
64, 48, 10, 229
46, 14, 38, 73
32, 48, 24, 156
64, 48, 10, 227
46, 14, 34, 74
11, 64, 55, 151
80, 48, 14, 275
64, 48, 10, 229
46, 14, 40, 73
80, 48, 14, 274
64, 48, 10, 226
46, 14, 39, 72
80, 48, 15, 274
64, 48, 10, 229
46, 14, 35, 74
64, 48, 10, 228
80, 48, 14, 274
11, 64, 59, 149
52, 16, 24, 69
52, 16, 24, 70
52, 16, 22, 69
11, 64, 56, 151
52, 16, 23, 70
53, 16, 23, 68
15, 42, 50, 127
53, 16, 24, 68
11, 64, 56, 151
13, 48, 51, 134
53, 16, 22, 68
44, 16, 31, 80
13, 48, 52, 134
53, 16, 23, 68
32, 32, 26, 120
112, 42, 52, 326
81, 16, 29, 16
32, 32, 24, 122
44, 16, 32, 78
82, 16, 31, 14
15, 42, 50, 126
21, 32, 45, 114
82, 16, 29, 12
80, 48, 14, 276
16, 48, 42, 140
32, 48, 24, 155
32, 32, 25, 122
44, 16, 31, 80
32, 48, 23, 157
13, 48, 52, 133
48, 48, 14, 181
32, 48, 24, 156
65, 16, 20, 43
47, 14, 34, 73
48, 48, 14, 180
15, 42, 52, 126
65, 16, 20, 43
47, 14, 36, 71
64, 48, 10, 228
16, 48, 43, 139
53, 16, 23, 67
65, 48, 10, 232
21, 32, 46, 114
32, 32, 25, 121
65, 48, 10, 231
15, 42, 49, 127
53, 16, 22, 69
16, 48, 42, 139
53, 16, 23, 67
21, 32, 49, 111
44, 16, 31, 79
53, 16, 23, 68
21, 32, 47, 114
44, 16, 33, 79
16, 48, 43, 139
32, 32, 25, 123
112, 42, 52, 326
11, 64, 59, 150
