80, 16, 15, 247
80, 16, 15, 248
80, 16, 15, 250
80, 16, 15, 243
80, 16, 15, 251
21, 32, 42, 101
80, 16, 14, 251
80, 16, 15, 245
80, 16, 15, 245
21, 32, 43, 100
80, 16, 15, 254
80, 16, 15, 246
21, 32, 44, 95
80, 16, 15, 248
21, 32, 43, 100
80, 16, 14, 249
80, 16, 15, 246
80, 16, 15, 249
81, 16, 15, 254
48, 32, 29, 158
81, 16, 15, 254
21, 32, 42, 103
48, 16, 15, 119
81, 16, 16, 251
48, 32, 29, 159
81, 16, 15, 250
48, 32, 30, 158
81, 16, 15, 258
81, 16, 15, 248
22, 32, 40, 106
81, 16, 16, 254
48, 16, 14, 120
22, 32, 41, 107
22, 32, 40, 105
22, 32, 42, 101
48, 16, 14, 113
22, 32, 40, 109
22, 32, 41, 105
48, 16, 14, 120
48, 32, 29, 159
81, 16, 15, 254
81, 16, 16, 248
64, 16, 11, 183
32, 32, 33, 131
64, 16, 10, 183
32, 32, 33, 134
32, 32, 33, 133
64, 16, 10, 182
32, 32, 33, 132
32, 32, 34, 133
64, 16, 11, 185
22, 32, 41, 104
81, 16, 15, 251
32, 32, 33, 133
48, 32, 29, 158
96, 22, 30, 268
22, 32, 41, 104
48, 32, 30, 159
22, 32, 40, 107
40, 16, 22, 84
48, 32, 29, 158
32, 32, 33, 132
48, 32, 29, 159
40, 16, 21, 87
96, 22, 31, 271
96, 22, 31, 271
40, 16, 23, 75
81, 16, 16, 257
81, 16, 15, 249
40, 16, 23, 78
48, 32, 30, 159
22, 32, 41, 104
48, 32, 29, 159
48, 32, 29, 158
48, 32, 29, 159
48, 32, 29, 159
48, 32, 29, 159
81, 16, 16, 251
81, 16, 15, 255
82, 16, 16, 259
82, 16, 16, 252
82, 16, 16, 256
82, 16, 16, 262
82, 16, 16, 252
82, 16, 16, 255
82, 16, 16, 259
64, 32, 28, 182
49, 32, 29, 161
49, 32, 29, 160
80, 32, 29, 205
32, 32, 33, 134
41, 16, 20, 86
32, 32, 33, 132
32, 32, 33, 133
80, 32, 29, 204
49, 32, 29, 160
80, 32, 30, 205
80, 32, 29, 205
49, 32, 30, 160
80, 32, 29, 205
80, 32, 30, 204
49, 32, 29, 161
80, 32, 30, 205
80, 32, 29, 205
49, 32, 29, 160
80, 32, 30, 205
49, 32, 29, 161
49, 32, 29, 160
80, 32, 29, 204
49, 32, 29, 160
96, 22, 29, 263
80, 32, 29, 205
49, 32, 30, 160
80, 32, 30, 204
49, 32, 29, 160
80, 32, 29, 205
49, 32, 29, 160
49, 32, 29, 161
80, 32, 29, 205
96, 22, 31, 268
47, 13, 15, 75
49, 32, 29, 160
96, 22, 30, 268
13, 48, 57, 110
50, 32, 29, 162
96, 22, 30, 267
16, 48, 51, 123
81, 32, 29, 207
50, 32, 29, 161
48, 48, 41, 165
64, 48, 40, 181
80, 48, 41, 197
16, 48, 52, 121
64, 16, 10, 182
41, 16, 20, 92
96, 23, 30, 262
32, 32, 33, 133
13, 48, 57, 111
41, 16, 22, 77
80, 13, 17, 296
80, 80, 61, 194
32, 32, 33, 133
80, 80, 62, 193
64, 80, 61, 181
48, 80, 61, 169
41, 16, 21, 80
82, 16, 16, 255
80, 13, 16, 291
82, 16, 16, 256
41, 16, 21, 87
96, 64, 54, 209
13, 80, 81, 127
44, 14, 19, 72
64, 32, 29, 182
41, 16, 20, 88
14, 80, 77, 132
45, 14, 18, 76
64, 80, 61, 181
48, 16, 14, 117
48, 16, 14, 118
64, 11, 7, 356
64, 80, 60, 182
48, 16, 15, 120
64, 96, 72, 181
48, 96, 74, 170
64, 80, 61, 181
48, 16, 14, 117
64, 96, 73, 181
48, 16, 14, 113
64, 80, 61, 181
48, 96, 73, 170
64, 11, 3, 348
96, 96, 80, 207
48, 96, 74, 170
16, 64, 61, 134
48, 80, 62, 170
32, 64, 54, 153
16, 64, 61, 133
64, 64, 50, 181
82, 16, 16, 259
32, 48, 43, 147
64, 64, 50, 182
32, 48, 44, 148
48, 64, 51, 168
32, 48, 44, 147
48, 96, 74, 170
32, 48, 43, 148
32, 48, 44, 148
82, 16, 16, 250
48, 80, 61, 169
32, 48, 43, 148
82, 16, 16, 259
48, 16, 14, 122
64, 112, 93, 181
42, 112, 102, 161
32, 80, 65, 156
82, 16, 16, 260
48, 16, 14, 118
64, 96, 72, 181
32, 80, 64, 156
48, 16, 14, 113
16, 48, 51, 122
48, 64, 51, 168
96, 64, 54, 209
14, 80, 81, 129
64, 112, 92, 182
11, 64, 67, 122
80, 96, 74, 193
96, 32, 34, 230
80, 80, 61, 193
11, 64, 69, 118
31, 22, 31, 91
80, 48, 41, 198
16, 80, 74, 137
50, 32, 29, 162
64, 48, 40, 182
32, 80, 65, 156
16, 48, 52, 121
16, 48, 51, 123
32, 80, 65, 157
16, 80, 74, 136
32, 80, 64, 156
112, 48, 53, 243
48, 112, 95, 168
16, 80, 74, 137
112, 48, 52, 242
48, 112, 97, 168
16, 80, 75, 135
112, 48, 54, 244
41, 16, 20, 90
80, 112, 96, 195
48, 16, 15, 119
64, 48, 40, 181
81, 32, 30, 206
64, 32, 28, 182
32, 80, 64, 156
32, 96, 78, 157
80, 80, 61, 193
64, 16, 10, 184
64, 11, 4, 356
81, 32, 30, 206
64, 112, 91, 181
81, 32, 29, 206
64, 112, 92, 181
48, 96, 73, 170
81, 32, 30, 207
96, 23, 29, 262
45, 14, 17, 75
11, 64, 68, 121
48, 96, 74, 169
32, 96, 79, 156
48, 16, 14, 119
48, 112, 96, 168
80, 80, 62, 193
64, 64, 50, 181
82, 16, 16, 253
64, 96, 72, 182
48, 112, 96, 168
14, 80, 78, 131
22, 96, 93, 139
48, 112, 97, 168
83, 16, 17, 256
83, 16, 17, 261
32, 32, 33, 132
64, 48, 40, 182
22, 96, 90, 142
48, 112, 96, 168
83, 16, 17, 265
64, 48, 40, 181
48, 64, 51, 168
112, 80, 76, 227
64, 48, 40, 181
48, 64, 51, 168
80, 112, 99, 195
48, 48, 41, 166
64, 64, 50, 182
48, 80, 61, 170
80, 48, 41, 197
48, 80, 62, 169
96, 64, 54, 210
64, 64, 51, 181
80, 96, 74, 193
64, 48, 40, 181
64, 64, 50, 182
80, 96, 74, 193
80, 48, 41, 198
64, 48, 40, 182
