32, 32, 78, 50
64, 32, 82, 76
21, 32, 70, 31
64, 16, 64, 76
64, 32, 82, 76
48, 16, 62, 61
64, 32, 82, 76
48, 16, 61, 61
64, 32, 82, 75
48, 16, 60, 60
40, 16, 54, 49
48, 16, 62, 61
64, 32, 82, 76
48, 16, 61, 61
64, 32, 82, 76
48, 16, 61, 61
40, 16, 55, 50
80, 16, 61, 91
40, 16, 51, 46
80, 16, 60, 91
40, 16, 52, 47
80, 16, 60, 91
41, 16, 55, 50
80, 16, 62, 90
41, 16, 57, 51
80, 16, 60, 92
41, 16, 52, 47
80, 16, 60, 91
41, 16, 53, 49
21, 32, 70, 30
41, 16, 55, 50
21, 32, 67, 27
41, 16, 55, 50
21, 32, 70, 29
41, 16, 56, 51
21, 32, 71, 32
41, 16, 53, 49
22, 32, 71, 34
41, 16, 52, 48
22, 32, 72, 34
41, 16, 56, 50
22, 32, 71, 34
41, 16, 54, 50
22, 32, 70, 31
42, 16, 52, 49
22, 32, 73, 36
42, 16, 57, 53
22, 32, 71, 33
42, 16, 56, 52
22, 32, 71, 33
42, 16, 55, 52
22, 32, 71, 32
42, 16, 58, 53
22, 32, 72, 35
22, 32, 71, 33
22, 32, 72, 35
22, 32, 70, 32
42, 16, 56, 53
22, 32, 71, 34
42, 16, 53, 50
80, 16, 61, 91
80, 16, 61, 90
42, 16, 58, 53
48, 16, 62, 61
80, 32, 81, 87
48, 16, 61, 61
80, 32, 81, 87
80, 32, 82, 87
48, 16, 60, 60
80, 32, 81, 87
80, 32, 81, 87
48, 16, 62, 61
80, 32, 82, 87
80, 32, 81, 87
48, 16, 61, 61
80, 32, 81, 87
80, 32, 81, 87
80, 32, 81, 87
48, 16, 60, 61
80, 32, 81, 87
80, 32, 82, 87
80, 32, 81, 87
80, 16, 59, 92
80, 32, 81, 87
81, 32, 81, 88
81, 32, 81, 88
80, 16, 61, 91
64, 32, 82, 76
96, 32, 78, 101
64, 32, 82, 75
80, 16, 61, 91
64, 32, 82, 76
64, 32, 82, 76
64, 32, 82, 76
80, 16, 60, 91
64, 32, 82, 76
81, 32, 81, 88
64, 32, 82, 76
81, 32, 81, 87
