64, 32, 25, 168
80, 16, 14, 244
96, 32, 32, 219
48, 32, 26, 141
96, 32, 32, 221
64, 32, 25, 167
96, 32, 31, 221
64, 32, 25, 167
96, 32, 32, 220
64, 32, 25, 166
96, 32, 31, 220
64, 32, 25, 168
21, 32, 41, 83
96, 32, 32, 222
80, 16, 14, 246
96, 32, 32, 219
48, 16, 14, 93
21, 32, 42, 82
48, 16, 13, 93
64, 32, 25, 167
48, 16, 13, 85
48, 16, 13, 93
48, 16, 13, 90
64, 32, 25, 167
64, 32, 25, 166
48, 16, 13, 90
64, 32, 25, 167
64, 32, 25, 167
48, 16, 13, 94
64, 32, 26, 167
64, 32, 25, 167
48, 16, 13, 90
64, 32, 25, 168
48, 16, 13, 86
64, 32, 25, 167
48, 16, 13, 95
65, 32, 25, 169
21, 32, 44, 77
80, 16, 14, 248
65, 32, 25, 168
21, 32, 43, 82
80, 32, 27, 193
48, 16, 13, 91
48, 16, 13, 85
80, 16, 14, 240
48, 16, 13, 92
96, 32, 32, 221
80, 16, 14, 248
80, 16, 14, 249
80, 16, 14, 242
80, 32, 26, 192
96, 32, 31, 220
80, 32, 27, 193
80, 16, 14, 243
32, 32, 31, 112
15, 42, 51, 90
32, 32, 31, 115
48, 16, 13, 92
96, 32, 32, 220
16, 48, 49, 106
80, 13, 18, 290
21, 32, 41, 85
15, 42, 51, 89
32, 32, 31, 114
32, 32, 31, 114
65, 32, 25, 169
32, 32, 32, 114
15, 42, 52, 87
32, 32, 31, 115
32, 32, 31, 113
15, 42, 51, 91
65, 32, 25, 168
65, 32, 25, 169
65, 32, 25, 168
32, 48, 41, 131
65, 32, 26, 169
16, 48, 50, 104
22, 32, 39, 87
15, 43, 50, 94
80, 13, 18, 285
64, 48, 37, 167
65, 32, 25, 168
80, 16, 14, 252
65, 32, 25, 169
65, 32, 25, 168
64, 48, 37, 167
65, 32, 25, 169
96, 48, 41, 203
32, 32, 31, 115
64, 48, 37, 166
80, 16, 14, 243
96, 48, 41, 202
64, 48, 37, 167
80, 16, 14, 245
96, 22, 30, 259
64, 48, 37, 167
48, 48, 38, 149
65, 32, 25, 168
32, 48, 41, 132
96, 22, 31, 261
16, 48, 50, 105
11, 64, 66, 106
16, 48, 51, 104
32, 32, 31, 113
49, 16, 12, 92
64, 16, 7, 169
48, 32, 26, 141
16, 64, 59, 118
49, 16, 13, 98
96, 22, 31, 261
80, 48, 38, 183
64, 48, 37, 167
32, 32, 31, 114
80, 14, 15, 270
80, 32, 26, 193
32, 32, 31, 114
48, 48, 38, 150
49, 16, 12, 95
32, 32, 31, 114
48, 48, 38, 149
49, 16, 12, 90
40, 16, 22, 62
65, 32, 25, 169
48, 48, 38, 150
49, 16, 12, 98
65, 32, 25, 168
48, 48, 37, 149
49, 16, 13, 94
16, 64, 59, 117
80, 16, 14, 246
32, 64, 51, 137
40, 16, 21, 64
96, 48, 41, 203
40, 16, 24, 54
11, 64, 68, 102
48, 64, 48, 153
80, 48, 38, 184
96, 48, 41, 202
40, 16, 24, 56
80, 48, 38, 184
41, 16, 21, 63
32, 64, 51, 138
80, 32, 26, 193
48, 32, 27, 141
41, 16, 20, 69
48, 64, 48, 153
32, 32, 31, 113
96, 22, 29, 254
32, 32, 31, 116
48, 64, 48, 153
11, 64, 67, 105
48, 32, 26, 142
48, 32, 26, 141
64, 64, 47, 166
48, 32, 27, 142
31, 22, 31, 71
80, 32, 27, 192
41, 16, 23, 55
80, 64, 48, 180
31, 22, 30, 75
48, 64, 48, 153
48, 32, 26, 141
48, 64, 48, 153
96, 64, 51, 196
41, 16, 22, 57
49, 16, 12, 91
49, 16, 12, 96
41, 16, 21, 64
96, 64, 51, 195
49, 16, 12, 94
80, 64, 48, 181
48, 32, 26, 142
80, 64, 48, 180
16, 80, 71, 122
64, 80, 58, 167
80, 80, 58, 179
48, 64, 48, 153
32, 48, 41, 131
112, 64, 60, 216
64, 80, 57, 166
41, 16, 21, 64
32, 48, 40, 131
16, 80, 72, 121
96, 48, 41, 203
15, 43, 52, 89
22, 32, 40, 88
16, 80, 72, 121
96, 48, 41, 203
80, 14, 15, 270
11, 64, 66, 105
32, 48, 41, 131
13, 80, 80, 112
32, 48, 41, 131
80, 14, 17, 283
64, 80, 57, 167
112, 80, 74, 213
15, 43, 51, 92
96, 22, 31, 258
112, 80, 75, 215
15, 43, 51, 91
48, 32, 27, 142
33, 32, 31, 116
32, 80, 62, 141
48, 32, 26, 142
64, 48, 37, 166
32, 80, 62, 141
48, 64, 48, 152
22, 32, 40, 87
32, 64, 51, 137
80, 32, 27, 193
22, 32, 41, 82
112, 80, 73, 213
80, 32, 26, 193
112, 80, 75, 215
48, 32, 26, 140
96, 48, 41, 203
13, 48, 56, 93
112, 80, 73, 213
64, 16, 7, 170
14, 80, 75, 117
64, 16, 7, 168
22, 32, 39, 90
112, 48, 51, 231
11, 64, 68, 103
13, 48, 55, 95
